feature,importance,signed_grad
보험자부담금(총계),0.0019401996,-0.0019401996
비경제활동인구(천명),0.0023373184,0.0023373184
GNI,0.0077924863,0.0077924863
고령인구비율,0.008772716,-0.008772716
가계신용,0.009528192,0.009528192
요양급여비용총액(총계),0.010290442,0.010290442
0~14세 구성비,0.010403013,-0.010403013
경제활동인구(천명),0.010611662,-0.010611662
실업률(%),0.014936453,0.014936453
고용률(%),0.016843393,-0.016843393
실업자(천명),0.021104744,0.021104744
내원일수(총계),0.022910781,-0.022910781
경제활동참가율(%),0.024745975,-0.024745975
평균근로시간,0.02962511,-0.02962511
취업자(천명),0.031219035,-0.031219035
평균연령,0.032117844,0.032117844
GDP,0.03322108,0.03322108
총인구수,0.033948414,-0.033948414
청구건수(총계),0.03503951,-0.03503951
환자수(총계),0.03812099,-0.03812099
소비자물가상승률(%),0.039266735,-0.039266735
임금총액,0.041529134,-0.041529134
가계대출,0.041740157,-0.041740157
근로시간,0.044092074,0.044092074
중위연령,0.058345262,0.058345262
15~64세 구성비,0.058676086,-0.058676086
근로일수,0.06434439,0.06434439
1인당_실질국민총소득(원),0.072904386,-0.072904386
판매신용,0.08031435,-0.08031435
