feature,importance,signed_grad
경제활동인구(천명),0.0010428177,0.0010428177
GNI,0.0059241205,0.0059241205
1인당_실질국민총소득(원),0.0076746615,-0.0076746615
취업자(천명),0.010292463,-0.010292463
총인구수,0.010637486,-0.010637486
요양급여비용총액(총계),0.01314792,-0.01314792
비경제활동인구(천명),0.014712423,-0.014712423
0~14세 구성비,0.015159758,-0.015159758
판매신용,0.016858827,-0.016858827
실업률(%),0.018815588,-0.018815588
가계대출,0.019585364,0.019585364
고용률(%),0.02159476,-0.02159476
경제활동참가율(%),0.02361063,-0.02361063
내원일수(총계),0.024992976,-0.024992976
고령인구비율,0.030901793,-0.030901793
평균연령,0.03118162,0.03118162
청구건수(총계),0.031264946,-0.031264946
평균근로시간,0.03419976,-0.03419976
근로시간,0.03477318,0.03477318
보험자부담금(총계),0.035981297,-0.035981297
근로일수,0.038259566,0.038259566
가계신용,0.043650724,-0.043650724
실업자(천명),0.047494438,-0.047494438
환자수(총계),0.048409194,-0.048409194
소비자물가상승률(%),0.051673323,-0.051673323
중위연령,0.057811864,0.057811864
임금총액,0.059141926,0.059141926
15~64세 구성비,0.060094737,-0.060094737
GDP,0.07259075,0.07259075
