feature,importance,signed_grad
가계대출,0.00073095877,0.00073095877
비경제활동인구(천명),0.0012392141,-0.0012392141
요양급여비용총액(총계),0.0033850241,-0.0033850241
실업률(%),0.0096341,-0.0096341
경제활동인구(천명),0.010752198,-0.010752198
GNI,0.01207488,0.01207488
평균근로시간,0.016617935,-0.016617935
취업자(천명),0.016636837,-0.016636837
고령인구비율,0.019671708,-0.019671708
0~14세 구성비,0.022679653,-0.022679653
고용률(%),0.024102692,-0.024102692
가계신용,0.0247044,-0.0247044
보험자부담금(총계),0.02550847,-0.02550847
임금총액,0.026068058,0.026068058
총인구수,0.02978123,-0.02978123
1인당_실질국민총소득(원),0.03183928,-0.03183928
실업자(천명),0.032182023,-0.032182023
근로시간,0.03231587,0.03231587
내원일수(총계),0.032554068,-0.032554068
경제활동참가율(%),0.034862574,-0.034862574
청구건수(총계),0.037877835,-0.037877835
평균연령,0.03804104,0.03804104
판매신용,0.04298066,-0.04298066
근로일수,0.049031008,0.049031008
소비자물가상승률(%),0.049762424,-0.049762424
환자수(총계),0.05426851,-0.05426851
GDP,0.064658485,0.064658485
15~64세 구성비,0.071254924,-0.071254924
중위연령,0.072356716,0.072356716
