feature,importance,signed_grad
평균근로시간,0.00044002756,-0.00044002756
실업자(천명),0.0010506494,-0.0010506494
보험자부담금(총계),0.0023704527,0.0023704527
가계대출,0.0026090844,0.0026090844
가계신용,0.0037428844,-0.0037428844
실업률(%),0.003879663,0.003879663
취업자(천명),0.004327286,-0.004327286
요양급여비용총액(총계),0.008414701,0.008414701
비경제활동인구(천명),0.008642085,0.008642085
고용률(%),0.009167872,-0.009167872
청구건수(총계),0.012789285,-0.012789285
고령인구비율,0.016049884,-0.016049884
GNI,0.01613149,0.01613149
임금총액,0.016502919,-0.016502919
내원일수(총계),0.016772602,-0.016772602
1인당_실질국민총소득(원),0.021421751,-0.021421751
환자수(총계),0.021836856,-0.021836856
GDP,0.021910304,0.021910304
경제활동참가율(%),0.021974202,-0.021974202
평균연령,0.024760194,0.024760194
경제활동인구(천명),0.026166666,-0.026166666
총인구수,0.026780918,-0.026780918
0~14세 구성비,0.027217139,-0.027217139
근로시간,0.030278727,0.030278727
판매신용,0.031323195,-0.031323195
소비자물가상승률(%),0.034686334,-0.034686334
15~64세 구성비,0.03654154,-0.03654154
중위연령,0.039650798,0.039650798
근로일수,0.040623553,0.040623553
