feature,importance,signed_grad
고령인구비율,4.538847e-05,4.538847e-05
요양급여비용총액(총계),0.00032023713,-0.00032023713
0~14세 구성비,0.0029233505,0.0029233505
실업률(%),0.0032531722,0.0032531722
비경제활동인구(천명),0.0043812557,0.0043812557
경제활동인구(천명),0.004396232,-0.004396232
보험자부담금(총계),0.0046765637,-0.0046765637
GNI,0.007767017,0.007767017
소비자물가상승률(%),0.009814096,-0.009814096
실업자(천명),0.010268495,0.010268495
고용률(%),0.011090246,-0.011090246
평균연령,0.0116902115,0.0116902115
가계신용,0.012715865,0.012715865
총인구수,0.015202191,-0.015202191
경제활동참가율(%),0.015685454,-0.015685454
내원일수(총계),0.015706945,-0.015706945
취업자(천명),0.016029438,-0.016029438
가계대출,0.016467638,-0.016467638
환자수(총계),0.019135142,-0.019135142
근로시간,0.019762091,0.019762091
청구건수(총계),0.021208307,-0.021208307
GDP,0.022624545,0.022624545
평균근로시간,0.023604523,-0.023604523
임금총액,0.024059888,-0.024059888
15~64세 구성비,0.024295636,-0.024295636
중위연령,0.02506157,0.02506157
근로일수,0.02653506,0.02653506
1인당_실질국민총소득(원),0.026708405,-0.026708405
판매신용,0.030268116,-0.030268116
