feature,importance,signed_grad
중위연령,0.00034438726,-0.00034438726
고령인구비율,0.00043478026,-0.00043478026
비경제활동인구(천명),0.0007148251,0.0007148251
평균연령,0.00077039574,-0.00077039574
근로시간,0.00088229554,0.00088229554
가계대출,0.0010531212,-0.0010531212
0~14세 구성비,0.0010805302,0.0010805302
경제활동인구(천명),0.0013967246,-0.0013967246
실업자(천명),0.0014133806,0.0014133806
가계신용,0.0015858317,0.0015858317
실업률(%),0.0015918748,-0.0015918748
취업자(천명),0.0022242926,0.0022242926
고용률(%),0.0023131953,0.0023131953
보험자부담금(총계),0.0023920503,0.0023920503
GDP,0.0028708484,0.0028708484
환자수(총계),0.003177023,0.003177023
15~64세 구성비,0.0032822764,0.0032822764
요양급여비용총액(총계),0.003302386,0.003302386
청구건수(총계),0.0033421572,0.0033421572
1인당_실질국민총소득(원),0.0034510633,0.0034510633
총인구수,0.004167312,0.004167312
평균근로시간,0.0043484536,0.0043484536
내원일수(총계),0.0044710073,0.0044710073
경제활동참가율(%),0.004672643,0.004672643
소비자물가상승률(%),0.0059617404,0.0059617404
임금총액,0.0060454914,0.0060454914
판매신용,0.006307319,0.006307319
근로일수,0.00660596,0.00660596
GNI,0.009361976,-0.009361976
