feature,importance,signed_grad
청구건수(총계),0.00034903386,-0.00034903386
총인구수,0.000787782,-0.000787782
내원일수(총계),0.0012506364,-0.0012506364
GNI,0.0014556792,-0.0014556792
요양급여비용총액(총계),0.0018318519,0.0018318519
고용률(%),0.0020408058,0.0020408058
보험자부담금(총계),0.0023763874,0.0023763874
경제활동참가율(%),0.0027390968,-0.0027390968
취업자(천명),0.0028595617,0.0028595617
가계대출,0.0030318154,-0.0030318154
실업률(%),0.0041170283,-0.0041170283
비경제활동인구(천명),0.004607068,-0.004607068
임금총액,0.004652825,-0.004652825
평균근로시간,0.0053281994,0.0053281994
경제활동인구(천명),0.0068023857,-0.0068023857
환자수(총계),0.008016765,-0.008016765
0~14세 구성비,0.009994547,-0.009994547
실업자(천명),0.010052688,-0.010052688
GDP,0.01028755,0.01028755
고령인구비율,0.010505301,-0.010505301
평균연령,0.010655078,0.010655078
1인당_실질국민총소득(원),0.012084985,-0.012084985
가계신용,0.014122855,-0.014122855
판매신용,0.014680366,-0.014680366
중위연령,0.015431272,0.015431272
근로시간,0.016050749,0.016050749
15~64세 구성비,0.017490957,-0.017490957
소비자물가상승률(%),0.020275222,-0.020275222
근로일수,0.028130487,0.028130487
