feature,importance,signed_grad
비경제활동인구(천명),0.00010767233,0.00010767233
평균연령,0.00035866463,-0.00035866463
가계신용,0.00044877245,0.00044877245
경제활동인구(천명),0.00046078744,-0.00046078744
가계대출,0.00055443204,-0.00055443204
실업률(%),0.0005657848,-0.0005657848
고령인구비율,0.00070858165,-0.00070858165
0~14세 구성비,0.0008706765,0.0008706765
15~64세 구성비,0.00095232914,0.00095232914
중위연령,0.001067307,0.001067307
보험자부담금(총계),0.0011562145,0.0011562145
취업자(천명),0.0012378695,0.0012378695
실업자(천명),0.0013020935,0.0013020935
1인당_실질국민총소득(원),0.0017142328,0.0017142328
환자수(총계),0.0020737457,0.0020737457
고용률(%),0.0021901317,0.0021901317
근로시간,0.002289411,0.002289411
요양급여비용총액(총계),0.0023048213,0.0023048213
경제활동참가율(%),0.0026657984,0.0026657984
청구건수(총계),0.00308798,0.00308798
판매신용,0.0032332689,0.0032332689
평균근로시간,0.003467199,0.003467199
총인구수,0.0037993125,0.0037993125
소비자물가상승률(%),0.003928573,0.003928573
임금총액,0.0039820466,0.0039820466
GDP,0.0041647507,0.0041647507
내원일수(총계),0.004577174,0.004577174
근로일수,0.0066378945,0.0066378945
GNI,0.0073412578,-0.0073412578
