feature,importance,signed_grad
취업자(천명),2.4408102e-05,2.4408102e-05
실업률(%),0.0012253239,-0.0012253239
고용률(%),0.0012814861,0.0012814861
경제활동인구(천명),0.0013264904,-0.0013264904
경제활동참가율(%),0.0015429674,-0.0015429674
실업자(천명),0.0031405208,-0.0031405208
가계대출,0.003145437,-0.003145437
임금총액,0.0031591617,-0.0031591617
보험자부담금(총계),0.00319028,-0.00319028
GNI,0.0038850193,0.0038850193
총인구수,0.0041466337,-0.0041466337
0~14세 구성비,0.00472997,-0.00472997
평균연령,0.0055385726,0.0055385726
환자수(총계),0.0058690393,-0.0058690393
비경제활동인구(천명),0.0060747694,-0.0060747694
요양급여비용총액(총계),0.0063644885,-0.0063644885
판매신용,0.008641872,-0.008641872
소비자물가상승률(%),0.009291322,-0.009291322
가계신용,0.009645765,-0.009645765
1인당_실질국민총소득(원),0.009873133,-0.009873133
청구건수(총계),0.010929847,-0.010929847
내원일수(총계),0.01141946,-0.01141946
15~64세 구성비,0.01252721,-0.01252721
평균근로시간,0.012932658,-0.012932658
중위연령,0.013001821,0.013001821
고령인구비율,0.013611343,-0.013611343
근로시간,0.023555472,0.023555472
근로일수,0.023914482,0.023914482
GDP,0.024934314,0.024934314
