feature,importance,signed_grad
고령인구비율,0.00025570393,-0.00025570393
근로시간,0.00029219268,0.00029219268
0~14세 구성비,0.00070145127,0.00070145127
실업률(%),0.0016939165,-0.0016939165
평균연령,0.002870848,-0.002870848
고용률(%),0.0034578964,0.0034578964
GDP,0.00370863,-0.00370863
취업자(천명),0.006388321,0.006388321
가계대출,0.007349967,-0.007349967
가계신용,0.007893574,0.007893574
중위연령,0.008436019,-0.008436019
평균근로시간,0.008667028,0.008667028
경제활동인구(천명),0.009001117,-0.009001117
실업자(천명),0.0091631375,0.0091631375
비경제활동인구(천명),0.009597395,0.009597395
총인구수,0.009970038,0.009970038
청구건수(총계),0.00997399,0.00997399
내원일수(총계),0.011014864,0.011014864
환자수(총계),0.011053827,0.011053827
보험자부담금(총계),0.011251432,0.011251432
요양급여비용총액(총계),0.014146112,0.014146112
근로일수,0.015460495,0.015460495
경제활동참가율(%),0.016915996,0.016915996
소비자물가상승률(%),0.019126186,0.019126186
1인당_실질국민총소득(원),0.019539528,0.019539528
15~64세 구성비,0.019670598,0.019670598
판매신용,0.02419021,0.02419021
GNI,0.026315846,-0.026315846
임금총액,0.03034876,0.03034876
