feature,importance,signed_grad
0~14세 구성비,0.0006414815,-0.0006414815
요양급여비용총액(총계),0.003074403,0.003074403
보험자부담금(총계),0.00471579,-0.00471579
고령인구비율,0.0052487073,0.0052487073
실업률(%),0.0064408234,0.0064408234
비경제활동인구(천명),0.008965077,0.008965077
경제활동인구(천명),0.009150142,-0.009150142
GNI,0.010764679,0.010764679
소비자물가상승률(%),0.014662614,-0.014662614
실업자(천명),0.016280826,0.016280826
고용률(%),0.01634445,-0.01634445
평균연령,0.018834554,0.018834554
평균근로시간,0.019159619,-0.019159619
가계신용,0.02170379,0.02170379
취업자(천명),0.022869412,-0.022869412
내원일수(총계),0.0234547,-0.0234547
근로시간,0.024041396,0.024041396
경제활동참가율(%),0.02461055,-0.02461055
총인구수,0.026725965,-0.026725965
가계대출,0.026735883,-0.026735883
GDP,0.026766758,0.026766758
환자수(총계),0.028096544,-0.028096544
청구건수(총계),0.02878705,-0.02878705
근로일수,0.03701222,0.03701222
15~64세 구성비,0.038276307,-0.038276307
임금총액,0.03874393,-0.03874393
중위연령,0.040422436,0.040422436
1인당_실질국민총소득(원),0.0429074,-0.0429074
판매신용,0.050131693,-0.050131693
