feature,importance,signed_grad
고용률(%),4.8614573e-05,-4.8614573e-05
실업률(%),0.0005000348,-0.0005000348
GNI,0.00053564785,-0.00053564785
실업자(천명),0.00091060065,-0.00091060065
취업자(천명),0.001472455,-0.001472455
비경제활동인구(천명),0.002089134,-0.002089134
보험자부담금(총계),0.003255248,0.003255248
요양급여비용총액(총계),0.0034407815,0.0034407815
가계신용,0.0036924453,-0.0036924453
경제활동참가율(%),0.005115848,-0.005115848
평균근로시간,0.0055524614,0.0055524614
고령인구비율,0.005616508,-0.005616508
청구건수(총계),0.005921023,-0.005921023
GDP,0.0064043216,0.0064043216
총인구수,0.0065338416,-0.0065338416
내원일수(총계),0.006749474,-0.006749474
경제활동인구(천명),0.0075301626,-0.0075301626
근로시간,0.007627436,0.007627436
가계대출,0.009513981,-0.009513981
환자수(총계),0.010005557,-0.010005557
0~14세 구성비,0.010676727,-0.010676727
평균연령,0.014032934,0.014032934
임금총액,0.016893964,-0.016893964
소비자물가상승률(%),0.018384878,-0.018384878
중위연령,0.020410845,0.020410845
15~64세 구성비,0.021108937,-0.021108937
1인당_실질국민총소득(원),0.021247659,-0.021247659
근로일수,0.021804769,0.021804769
판매신용,0.021972472,-0.021972472
