feature,importance,signed_grad
총인구수,3.2129115e-05,-3.2129115e-05
평균연령,0.00017625825,0.00017625825
0~14세 구성비,0.00023279828,-0.00023279828
보험자부담금(총계),0.00024082899,-0.00024082899
취업자(천명),0.0002953503,-0.0002953503
중위연령,0.00042661815,0.00042661815
15~64세 구성비,0.0004613674,-0.0004613674
경제활동인구(천명),0.0005150655,0.0005150655
평균근로시간,0.0005338497,-0.0005338497
실업률(%),0.00054172595,0.00054172595
고용률(%),0.0007057416,-0.0007057416
비경제활동인구(천명),0.00085885054,-0.00085885054
가계신용,0.0009076389,0.0009076389
GDP,0.0009111967,-0.0009111967
내원일수(총계),0.00094371935,-0.00094371935
근로일수,0.0010868803,-0.0010868803
고령인구비율,0.0012042182,-0.0012042182
요양급여비용총액(총계),0.00165446,0.00165446
실업자(천명),0.0016602881,0.0016602881
근로시간,0.0016685768,-0.0016685768
GNI,0.0018439627,-0.0018439627
환자수(총계),0.0018847897,0.0018847897
경제활동참가율(%),0.0019717366,0.0019717366
청구건수(총계),0.0020251465,-0.0020251465
1인당_실질국민총소득(원),0.00203399,0.00203399
소비자물가상승률(%),0.0020596609,0.0020596609
판매신용,0.0021522804,0.0021522804
가계대출,0.0030323085,0.0030323085
임금총액,0.005338736,0.005338736
