feature,importance,signed_grad
실업률(%),4.6539935e-05,-4.6539935e-05
비경제활동인구(천명),0.00053012854,0.00053012854
0~14세 구성비,0.00057341775,0.00057341775
보험자부담금(총계),0.00079861213,-0.00079861213
경제활동인구(천명),0.0010607236,-0.0010607236
고용률(%),0.0015885769,-0.0015885769
소비자물가상승률(%),0.0017397684,-0.0017397684
취업자(천명),0.0022911918,-0.0022911918
실업자(천명),0.0029740701,0.0029740701
가계신용,0.0030867918,0.0030867918
GNI,0.0035812163,0.0035812163
고령인구비율,0.0036367807,-0.0036367807
평균연령,0.004112378,0.004112378
경제활동참가율(%),0.0043448266,-0.0043448266
요양급여비용총액(총계),0.004415203,-0.004415203
환자수(총계),0.0046042316,-0.0046042316
총인구수,0.0056819823,-0.0056819823
15~64세 구성비,0.0066940053,-0.0066940053
가계대출,0.008524967,-0.008524967
중위연령,0.008683106,0.008683106
내원일수(총계),0.009500768,-0.009500768
판매신용,0.012018632,-0.012018632
청구건수(총계),0.01221909,-0.01221909
1인당_실질국민총소득(원),0.014380682,-0.014380682
평균근로시간,0.014423698,-0.014423698
근로시간,0.014994589,0.014994589
임금총액,0.015665922,-0.015665922
근로일수,0.016524557,0.016524557
GDP,0.016650163,0.016650163
