feature,importance,signed_grad
가계대출,0.0003704673,-0.0003704673
청구건수(총계),0.00038359314,-0.00038359314
평균연령,0.0010401022,-0.0010401022
고용률(%),0.0015273143,0.0015273143
가계신용,0.0036200744,0.0036200744
중위연령,0.005496855,-0.005496855
취업자(천명),0.0057856906,0.0057856906
총인구수,0.005946784,0.005946784
비경제활동인구(천명),0.006020058,0.006020058
고령인구비율,0.006154621,-0.006154621
내원일수(총계),0.0062643033,-0.0062643033
실업률(%),0.0065765018,0.0065765018
보험자부담금(총계),0.00672073,0.00672073
경제활동인구(천명),0.007441963,-0.007441963
실업자(천명),0.008122749,0.008122749
요양급여비용총액(총계),0.008166349,0.008166349
평균근로시간,0.009494527,0.009494527
소비자물가상승률(%),0.010858201,0.010858201
0~14세 구성비,0.012862367,-0.012862367
환자수(총계),0.01584712,0.01584712
15~64세 구성비,0.015983613,0.015983613
GNI,0.016467964,-0.016467964
근로일수,0.016704801,-0.016704801
근로시간,0.020137236,-0.020137236
경제활동참가율(%),0.020264044,0.020264044
판매신용,0.020797092,0.020797092
GDP,0.022131372,-0.022131372
1인당_실질국민총소득(원),0.026613355,0.026613355
임금총액,0.03236983,0.03236983
