feature,importance,signed_grad
평균연령,0.0003741549,0.0003741549
가계대출,0.00045478484,-0.00045478484
실업률(%),0.0009903526,0.0009903526
고용률(%),0.0017924232,0.0017924232
고령인구비율,0.0018301113,-0.0018301113
청구건수(총계),0.002335042,-0.002335042
실업자(천명),0.0030754823,0.0030754823
요양급여비용총액(총계),0.0031890422,0.0031890422
총인구수,0.003360298,0.003360298
보험자부담금(총계),0.004997904,0.004997904
가계신용,0.005720051,0.005720051
경제활동인구(천명),0.005761465,-0.005761465
비경제활동인구(천명),0.006027489,0.006027489
중위연령,0.006243814,-0.006243814
평균근로시간,0.00644093,0.00644093
0~14세 구성비,0.0073537417,-0.0073537417
취업자(천명),0.0076625994,0.0076625994
소비자물가상승률(%),0.008840963,0.008840963
GNI,0.009805762,-0.009805762
내원일수(총계),0.010013659,-0.010013659
환자수(총계),0.01090467,0.01090467
경제활동참가율(%),0.014337949,0.014337949
임금총액,0.014552377,0.014552377
15~64세 구성비,0.015512012,0.015512012
판매신용,0.017494924,0.017494924
GDP,0.018634195,-0.018634195
근로일수,0.020416938,-0.020416938
1인당_실질국민총소득(원),0.02150761,0.02150761
근로시간,0.028333068,-0.028333068
