feature,importance,signed_grad
고용률(%),6.4373016e-05,-6.4373016e-05
보험자부담금(총계),0.0021690386,-0.0021690386
경제활동인구(천명),0.0024629273,-0.0024629273
요양급여비용총액(총계),0.0049103107,0.0049103107
실업자(천명),0.005616308,-0.005616308
GNI,0.0057362337,0.0057362337
실업률(%),0.005791651,0.005791651
0~14세 구성비,0.0060316846,-0.0060316846
경제활동참가율(%),0.008041829,-0.008041829
평균근로시간,0.010799624,-0.010799624
취업자(천명),0.020032588,-0.020032588
비경제활동인구(천명),0.020811567,-0.020811567
평균연령,0.022049692,0.022049692
가계신용,0.024268469,-0.024268469
임금총액,0.028576756,-0.028576756
내원일수(총계),0.029021699,-0.029021699
고령인구비율,0.0316534,-0.0316534
총인구수,0.032500677,-0.032500677
청구건수(총계),0.034390565,-0.034390565
환자수(총계),0.038285173,-0.038285173
가계대출,0.043326836,-0.043326836
소비자물가상승률(%),0.04507545,-0.04507545
판매신용,0.048834655,-0.048834655
근로시간,0.048836768,0.048836768
중위연령,0.054376945,0.054376945
GDP,0.056699388,0.056699388
15~64세 구성비,0.061144203,-0.061144203
1인당_실질국민총소득(원),0.07056511,-0.07056511
근로일수,0.072600506,0.072600506
