feature,importance,signed_grad
고령인구비율,0.0005207537,0.0005207537
경제활동인구(천명),0.0018810518,-0.0018810518
청구건수(총계),0.0023607803,-0.0023607803
평균연령,0.005123388,-0.005123388
비경제활동인구(천명),0.0058325627,0.0058325627
0~14세 구성비,0.006345204,0.006345204
실업자(천명),0.006989769,-0.006989769
내원일수(총계),0.009114308,-0.009114308
가계대출,0.009330807,-0.009330807
가계신용,0.009641387,0.009641387
총인구수,0.009713438,0.009713438
요양급여비용총액(총계),0.011628728,0.011628728
평균근로시간,0.012235435,0.012235435
고용률(%),0.014736476,0.014736476
보험자부담금(총계),0.0166989,0.0166989
실업률(%),0.018522095,-0.018522095
환자수(총계),0.018991448,0.018991448
근로일수,0.0193551,-0.0193551
취업자(천명),0.023191819,0.023191819
소비자물가상승률(%),0.02656972,0.02656972
GDP,0.027843382,-0.027843382
1인당_실질국민총소득(원),0.029835349,0.029835349
임금총액,0.030071476,0.030071476
GNI,0.031105708,-0.031105708
중위연령,0.031272415,-0.031272415
경제활동참가율(%),0.035124037,0.035124037
15~64세 구성비,0.04290162,0.04290162
근로시간,0.04561139,-0.04561139
판매신용,0.05188313,0.05188313
