feature,importance,signed_grad
비경제활동인구(천명),0.0004197643,-0.0004197643
보험자부담금(총계),0.0029141381,-0.0029141381
실업자(천명),0.0053482717,0.0053482717
가계신용,0.009875687,-0.009875687
실업률(%),0.010113545,0.010113545
GNI,0.01123374,0.01123374
요양급여비용총액(총계),0.012818174,0.012818174
경제활동인구(천명),0.014787426,-0.014787426
고용률(%),0.015742984,-0.015742984
0~14세 구성비,0.021622788,-0.021622788
임금총액,0.022489633,-0.022489633
경제활동참가율(%),0.025639264,-0.025639264
내원일수(총계),0.026290214,-0.026290214
취업자(천명),0.0279968,-0.0279968
고령인구비율,0.028207567,-0.028207567
가계대출,0.03137866,-0.03137866
평균근로시간,0.035948515,-0.035948515
평균연령,0.041351937,0.041351937
청구건수(총계),0.041933186,-0.041933186
총인구수,0.042652562,-0.042652562
GDP,0.044999607,0.044999607
환자수(총계),0.04754123,-0.04754123
근로시간,0.051810205,0.051810205
소비자물가상승률(%),0.054369982,-0.054369982
중위연령,0.06579669,0.06579669
15~64세 구성비,0.068335764,-0.068335764
1인당_실질국민총소득(원),0.073925234,-0.073925234
근로일수,0.07428033,0.07428033
판매신용,0.07514267,-0.07514267
