feature,importance,signed_grad
요양급여비용총액(총계),0.00033872668,0.00033872668
평균연령,0.00082677556,-0.00082677556
보험자부담금(총계),0.002646991,0.002646991
소비자물가상승률(%),0.0027095256,-0.0027095256
청구건수(총계),0.0035955068,0.0035955068
가계대출,0.0038217772,0.0038217772
15~64세 구성비,0.0045141187,0.0045141187
취업자(천명),0.0059871296,0.0059871296
판매신용,0.0063070385,0.0063070385
내원일수(총계),0.007492113,-0.007492113
고용률(%),0.007993278,0.007993278
가계신용,0.010012474,-0.010012474
비경제활동인구(천명),0.012722183,0.012722183
GNI,0.012917446,-0.012917446
중위연령,0.013436606,0.013436606
실업자(천명),0.017531034,0.017531034
경제활동인구(천명),0.017964214,-0.017964214
고령인구비율,0.0188249,-0.0188249
평균근로시간,0.019415265,0.019415265
경제활동참가율(%),0.019711822,0.019711822
근로시간,0.021741603,-0.021741603
총인구수,0.022280533,0.022280533
환자수(총계),0.027490087,0.027490087
근로일수,0.02861641,-0.02861641
GDP,0.03035606,-0.03035606
실업률(%),0.033664696,0.033664696
0~14세 구성비,0.043711375,-0.043711375
임금총액,0.04624417,0.04624417
1인당_실질국민총소득(원),0.050433427,0.050433427
