feature,importance,signed_grad
0~14세 구성비,0.000102855265,-0.000102855265
임금총액,0.0010801647,-0.0010801647
평균연령,0.0014171943,-0.0014171943
비경제활동인구(천명),0.0014482471,0.0014482471
가계대출,0.0020939147,-0.0020939147
보험자부담금(총계),0.0028504503,0.0028504503
고령인구비율,0.005332369,0.005332369
가계신용,0.0054289,0.0054289
GNI,0.0054324577,-0.0054324577
평균근로시간,0.0070574875,0.0070574875
소비자물가상승률(%),0.0121154385,0.0121154385
경제활동인구(천명),0.012161398,0.012161398
환자수(총계),0.012485295,0.012485295
요양급여비용총액(총계),0.013637498,-0.013637498
청구건수(총계),0.015067294,-0.015067294
고용률(%),0.01718623,0.01718623
총인구수,0.019292433,0.019292433
경제활동참가율(%),0.021826154,0.021826154
내원일수(총계),0.022093322,-0.022093322
실업률(%),0.024121528,-0.024121528
취업자(천명),0.02611008,0.02611008
실업자(천명),0.029561382,-0.029561382
GDP,0.031839103,-0.031839103
1인당_실질국민총소득(원),0.036423385,0.036423385
중위연령,0.037333876,-0.037333876
15~64세 구성비,0.04696825,0.04696825
판매신용,0.055220567,0.055220567
근로일수,0.07387387,-0.07387387
근로시간,0.099721536,-0.099721536
