feature,importance,signed_grad
실업률(%),0.00012154528,-0.00012154528
보험자부담금(총계),0.00062831654,-0.00062831654
소비자물가상승률(%),0.0006539789,-0.0006539789
경제활동인구(천명),0.00096585846,-0.00096585846
0~14세 구성비,0.0010826393,0.0010826393
비경제활동인구(천명),0.001663262,0.001663262
고용률(%),0.0024028989,-0.0024028989
고령인구비율,0.0026203445,-0.0026203445
취업자(천명),0.003283192,-0.003283192
실업자(천명),0.003578438,0.003578438
가계신용,0.003904718,0.003904718
GNI,0.0041654813,0.0041654813
평균연령,0.0044201147,0.0044201147
요양급여비용총액(총계),0.004725713,-0.004725713
환자수(총계),0.004954196,-0.004954196
총인구수,0.0055014286,-0.0055014286
경제활동참가율(%),0.005708292,-0.005708292
15~64세 구성비,0.0068317023,-0.0068317023
중위연령,0.009298964,0.009298964
내원일수(총계),0.010045484,-0.010045484
가계대출,0.011053178,-0.011053178
판매신용,0.013340944,-0.013340944
청구건수(총계),0.015001092,-0.015001092
근로시간,0.015637312,0.015637312
평균근로시간,0.017060976,-0.017060976
1인당_실질국민총소득(원),0.017695773,-0.017695773
GDP,0.017700309,0.017700309
임금총액,0.01791662,-0.01791662
근로일수,0.0181152,0.0181152
