feature,importance,signed_grad
총인구수,0.00014823675,0.00014823675
평균연령,0.00029722915,0.00029722915
고령인구비율,0.0003563466,-0.0003563466
실업률(%),0.0011360545,-0.0011360545
고용률(%),0.0020440484,-0.0020440484
비경제활동인구(천명),0.0022993532,0.0022993532
가계대출,0.0023071948,0.0023071948
실업자(천명),0.0023442642,0.0023442642
보험자부담금(총계),0.002486588,0.002486588
요양급여비용총액(총계),0.002654923,0.002654923
경제활동인구(천명),0.0029729514,-0.0029729514
0~14세 구성비,0.003707407,-0.003707407
청구건수(총계),0.003735629,-0.003735629
평균근로시간,0.004326908,0.004326908
취업자(천명),0.004446641,0.004446641
중위연령,0.00499185,-0.00499185
가계신용,0.0072670756,0.0072670756
GNI,0.0076948246,-0.0076948246
환자수(총계),0.008220762,0.008220762
내원일수(총계),0.008854723,-0.008854723
소비자물가상승률(%),0.010005095,0.010005095
15~64세 구성비,0.011486201,0.011486201
경제활동참가율(%),0.011699218,0.011699218
임금총액,0.012283028,0.012283028
GDP,0.013316013,-0.013316013
판매신용,0.015116969,0.015116969
1인당_실질국민총소득(원),0.015183336,0.015183336
근로일수,0.018609047,-0.018609047
근로시간,0.023875108,-0.023875108
