feature,importance,signed_grad
1인당_실질국민총소득(원),0.0013913708,0.0013913708
취업자(천명),0.0030167648,-0.0030167648
경제활동인구(천명),0.006562731,-0.006562731
판매신용,0.007351578,-0.007351578
GNI,0.009990093,0.009990093
요양급여비용총액(총계),0.0101790065,-0.0101790065
비경제활동인구(천명),0.011599487,-0.011599487
총인구수,0.011639941,-0.011639941
실업률(%),0.014114926,-0.014114926
고용률(%),0.015120188,-0.015120188
경제활동참가율(%),0.016902726,-0.016902726
0~14세 구성비,0.020222824,-0.020222824
내원일수(총계),0.021885462,-0.021885462
청구건수(총계),0.022406995,-0.022406995
평균근로시간,0.02484864,-0.02484864
보험자부담금(총계),0.02528472,-0.02528472
가계대출,0.025303613,0.025303613
평균연령,0.026524965,0.026524965
근로일수,0.030164564,0.030164564
근로시간,0.031191036,0.031191036
고령인구비율,0.032589935,-0.032589935
환자수(총계),0.033666722,-0.033666722
실업자(천명),0.036192313,-0.036192313
가계신용,0.036516562,-0.036516562
임금총액,0.042882685,0.042882685
중위연령,0.044432677,0.044432677
소비자물가상승률(%),0.0455359,-0.0455359
15~64세 구성비,0.045537762,-0.045537762
GDP,0.055883605,0.055883605
