feature,importance,signed_grad
고용률(%),0.00020865817,0.00020865817
보험자부담금(총계),0.00022664794,-0.00022664794
가계신용,0.00053148624,-0.00053148624
실업률(%),0.0007456519,0.0007456519
취업자(천명),0.00079722586,-0.00079722586
비경제활동인구(천명),0.0014143629,-0.0014143629
경제활동인구(천명),0.002186171,-0.002186171
0~14세 구성비,0.0023641398,-0.0023641398
실업자(천명),0.0024754128,0.0024754128
경제활동참가율(%),0.0026000373,-0.0026000373
환자수(총계),0.0033809214,-0.0033809214
평균연령,0.0041740215,0.0041740215
소비자물가상승률(%),0.004184979,-0.004184979
GNI,0.004313658,0.004313658
요양급여비용총액(총계),0.0047289273,-0.0047289273
총인구수,0.0053759255,-0.0053759255
가계대출,0.006065775,-0.006065775
15~64세 구성비,0.007057459,-0.007057459
고령인구비율,0.0074799904,-0.0074799904
중위연령,0.0088806255,0.0088806255
내원일수(총계),0.009815349,-0.009815349
청구건수(총계),0.009873729,-0.009873729
판매신용,0.010300964,-0.010300964
1인당_실질국민총소득(원),0.011151729,-0.011151729
평균근로시간,0.012161086,-0.012161086
임금총액,0.013781657,-0.013781657
GDP,0.016779594,0.016779594
근로시간,0.016804442,0.016804442
근로일수,0.017331216,0.017331216
