feature,importance,signed_grad
보험자부담금(총계),0.000116086565,0.000116086565
취업자(천명),0.000734578,0.000734578
가계신용,0.0010367562,-0.0010367562
중위연령,0.0011083606,0.0011083606
경제활동인구(천명),0.0012590388,0.0012590388
청구건수(총계),0.0017237851,-0.0017237851
15~64세 구성비,0.0020871856,0.0020871856
요양급여비용총액(총계),0.0024097632,0.0024097632
내원일수(총계),0.0026842528,-0.0026842528
고용률(%),0.0028665196,0.0028665196
평균근로시간,0.0029470932,0.0029470932
평균연령,0.003423942,-0.003423942
비경제활동인구(천명),0.003923112,-0.003923112
가계대출,0.0045965468,0.0045965468
소비자물가상승률(%),0.0058794552,0.0058794552
판매신용,0.006749126,0.006749126
0~14세 구성비,0.006751867,-0.006751867
총인구수,0.006994702,0.006994702
고령인구비율,0.0071135466,-0.0071135466
GDP,0.008187272,-0.008187272
실업자(천명),0.008321603,0.008321603
실업률(%),0.009108818,0.009108818
GNI,0.00927794,-0.00927794
근로시간,0.0103901625,-0.0103901625
근로일수,0.010405129,-0.010405129
환자수(총계),0.011544758,0.011544758
경제활동참가율(%),0.012467794,0.012467794
1인당_실질국민총소득(원),0.014292528,0.014292528
임금총액,0.019352522,0.019352522
