feature,importance,signed_grad
실업률(%),0.0010222918,-0.0010222918
실업자(천명),0.001787202,-0.001787202
보험자부담금(총계),0.0029270095,0.0029270095
비경제활동인구(천명),0.0037243937,0.0037243937
가계신용,0.006618385,-0.006618385
GNI,0.009457869,0.009457869
가계대출,0.010494703,-0.010494703
고용률(%),0.01136505,-0.01136505
취업자(천명),0.012780331,-0.012780331
임금총액,0.017797671,-0.017797671
요양급여비용총액(총계),0.01786606,0.01786606
내원일수(총계),0.018141247,-0.018141247
0~14세 구성비,0.020290405,-0.020290405
경제활동참가율(%),0.021886975,-0.021886975
경제활동인구(천명),0.024209492,-0.024209492
평균근로시간,0.028282762,-0.028282762
고령인구비율,0.029285386,-0.029285386
청구건수(총계),0.033801965,-0.033801965
환자수(총계),0.03917374,-0.03917374
평균연령,0.039348822,0.039348822
총인구수,0.040741187,-0.040741187
GDP,0.041067593,0.041067593
소비자물가상승률(%),0.051768925,-0.051768925
중위연령,0.05189478,0.05189478
판매신용,0.057218507,-0.057218507
15~64세 구성비,0.058059532,-0.058059532
1인당_실질국민총소득(원),0.059599027,-0.059599027
근로시간,0.06126916,0.06126916
근로일수,0.080124736,0.080124736
