feature,importance,signed_grad
비경제활동인구(천명),0.00016068388,-0.00016068388
GDP,0.0037200814,-0.0037200814
임금총액,0.003943924,0.003943924
요양급여비용총액(총계),0.00490659,-0.00490659
평균연령,0.009466698,-0.009466698
가계신용,0.012081435,0.012081435
청구건수(총계),0.012571239,0.012571239
고령인구비율,0.015353727,0.015353727
내원일수(총계),0.015429927,0.015429927
보험자부담금(총계),0.018545654,0.018545654
환자수(총계),0.020468485,0.020468485
경제활동인구(천명),0.021147054,0.021147054
가계대출,0.023845812,-0.023845812
0~14세 구성비,0.029337276,0.029337276
평균근로시간,0.032752644,0.032752644
근로일수,0.03792811,-0.03792811
1인당_실질국민총소득(원),0.04156114,0.04156114
고용률(%),0.047668613,0.047668613
소비자물가상승률(%),0.05002687,0.05002687
경제활동참가율(%),0.050398853,0.050398853
총인구수,0.052995227,0.052995227
실업자(천명),0.054725893,-0.054725893
취업자(천명),0.055244714,0.055244714
GNI,0.06705052,-0.06705052
실업률(%),0.067578815,-0.067578815
중위연령,0.068863906,-0.068863906
15~64세 구성비,0.09315827,0.09315827
판매신용,0.10944787,0.10944787
근로시간,0.11232859,-0.11232859
