feature,importance,signed_grad
보험자부담금(총계),5.152874e-05,5.152874e-05
취업자(천명),9.298025e-05,-9.298025e-05
경제활동인구(천명),9.7655284e-05,-9.7655284e-05
평균근로시간,9.816169e-05,9.816169e-05
15~64세 구성비,0.00021532422,-0.00021532422
평균연령,0.00025304322,0.00025304322
비경제활동인구(천명),0.00027165533,-0.00027165533
고용률(%),0.0003623119,-0.0003623119
총인구수,0.00052550196,0.00052550196
가계신용,0.00066099863,0.00066099863
중위연령,0.00081684283,0.00081684283
내원일수(총계),0.001204822,-0.001204822
0~14세 구성비,0.001508601,-0.001508601
실업률(%),0.0016512099,0.0016512099
고령인구비율,0.0016611934,-0.0016611934
요양급여비용총액(총계),0.0017359976,0.0017359976
근로일수,0.0018279934,-0.0018279934
청구건수(총계),0.001861359,-0.001861359
소비자물가상승률(%),0.0019005334,0.0019005334
GDP,0.0019586273,-0.0019586273
GNI,0.0021967553,-0.0021967553
판매신용,0.002272907,0.002272907
실업자(천명),0.0024317256,0.0024317256
경제활동참가율(%),0.0025222488,0.0025222488
근로시간,0.0025755863,-0.0025755863
환자수(총계),0.0026108827,0.0026108827
가계대출,0.0027078015,0.0027078015
1인당_실질국민총소득(원),0.0034399151,0.0034399151
임금총액,0.00636109,0.00636109
