feature,importance,signed_grad
요양급여비용총액(총계),0.00021873787,0.00021873787
가계대출,0.00064112525,0.00064112525
평균연령,0.0017041898,-0.0017041898
소비자물가상승률(%),0.0021053373,-0.0021053373
보험자부담금(총계),0.004183738,0.004183738
청구건수(총계),0.004738449,0.004738449
15~64세 구성비,0.00491708,0.00491708
취업자(천명),0.006299911,0.006299911
판매신용,0.006794762,0.006794762
내원일수(총계),0.0076320856,-0.0076320856
고용률(%),0.008851123,0.008851123
가계신용,0.00969083,-0.00969083
GNI,0.01262206,-0.01262206
비경제활동인구(천명),0.013224792,0.013224792
중위연령,0.013680238,0.013680238
고령인구비율,0.017802345,-0.017802345
경제활동인구(천명),0.019240443,-0.019240443
실업자(천명),0.019534076,0.019534076
경제활동참가율(%),0.02007401,0.02007401
평균근로시간,0.021858882,0.021858882
근로시간,0.022373753,-0.022373753
총인구수,0.023453722,0.023453722
근로일수,0.027118014,-0.027118014
환자수(총계),0.028165031,0.028165031
GDP,0.030672263,-0.030672263
실업률(%),0.03482319,0.03482319
0~14세 구성비,0.04389728,-0.04389728
임금총액,0.044360433,0.044360433
1인당_실질국민총소득(원),0.050826885,0.050826885
